City,County,Credit Score,State
Summerville,Dorchester County,673.0,South Carolina
Lyman,Spartanburg County,673.0,South Carolina
Roebuck,Spartanburg County,673.0,South Carolina
Mauldin,Greenville County,671.0,South Carolina
Westminster,Oconee County,671.0,South Carolina
Ridgeway,Fairfield County,670.0,South Carolina
Charleston,Charleston County,669.0,South Carolina
Leesville,Lexington County,668.0,South Carolina
York,York County,667.0,South Carolina
Williamston,Anderson County,667.0,South Carolina
Belton,Anderson County,666.0,South Carolina
Iva,Anderson County,666.0,South Carolina
Chesterfield,Chesterfield County,665.0,South Carolina
Lugoff,Kershaw County,664.0,South Carolina
Beaufort,Beaufort County,663.0,South Carolina
North Augusta,Aiken County,663.0,South Carolina
Elgin,Kershaw County,663.0,South Carolina
Fountain Inn,Greenville County,663.0,South Carolina
Chesnee,Spartanburg County,663.0,South Carolina
Cayce,Lexington County,663.0,South Carolina
Aynor,Horry County,663.0,South Carolina
Anderson,Anderson County,663.0,South Carolina
Duncan,Spartanburg County,662.0,South Carolina
Conway,Horry County,661.0,South Carolina
Camden,Kershaw County,661.0,South Carolina
Saint Helena Island,Beaufort County,661.0,South Carolina
Piedmont,Greenville County,660.0,South Carolina
Pelzer,Greenville County,660.0,South Carolina
Honea Path,Anderson County,660.0,South Carolina
Summerton,Clarendon County,660.0,South Carolina
West Columbia,Lexington County,660.0,South Carolina
Walhalla,Oconee County,659.0,South Carolina
Goose Creek,Berkeley County,658.0,South Carolina
Liberty,Pickens County,657.0,South Carolina
Greenville,Greenville County,657.0,South Carolina
Abbeville,Abbeville County,656.0,South Carolina
Bonneau,Berkeley County,656.0,South Carolina
Rock Hill,York County,655.0,South Carolina
Moncks Corner,Berkeley County,654.0,South Carolina
Woodruff,Spartanburg County,654.0,South Carolina
Graniteville,Aiken County,654.0,South Carolina
Edgefield,Edgefield County,654.0,South Carolina
Galivants Ferry,Horry County,654.0,South Carolina
Dalzell,Sumter County,653.0,South Carolina
Hollywood,Charleston County,651.0,South Carolina
Kershaw,Lancaster County,650.0,South Carolina
Batesburg,Lexington County,649.0,South Carolina
Easley,Pickens County,648.0,South Carolina
Swansea,Lexington County,647.0,South Carolina
Marietta,Greenville County,647.0,South Carolina
Enoree,Spartanburg County,647.0,South Carolina
Scranton,Florence County,646.0,South Carolina
Saint Matthews,Calhoun County,644.0,South Carolina
Trenton,Edgefield County,641.0,South Carolina
Greenwood,Greenwood County,641.0,South Carolina
Gray Court,Laurens County,640.0,South Carolina
Columbia,Richland County,639.0,South Carolina
Loris,Horry County,639.0,South Carolina
Cowpens,Spartanburg County,639.0,South Carolina
Pamplico,Florence County,639.0,South Carolina
Ridgeville,Dorchester County,638.0,South Carolina
Effingham,Florence County,638.0,South Carolina
Warrenville,Aiken County,638.0,South Carolina
Manning,Clarendon County,637.0,South Carolina
Cheraw,Chesterfield County,636.0,South Carolina
Union,Union County,635.0,South Carolina
Saint George,Dorchester County,634.0,South Carolina
Barnwell,Barnwell County,633.0,South Carolina
Wellford,Spartanburg County,630.0,South Carolina
Williston,Barnwell County,630.0,South Carolina
Varnville,Hampton County,628.0,South Carolina
Blacksburg,Cherokee County,626.0,South Carolina
Beech Island,Aiken County,624.0,South Carolina
Johnsonville,Florence County,624.0,South Carolina
Winnsboro,Fairfield County,623.0,South Carolina
Timmonsville,Florence County,623.0,South Carolina
Pelion,Lexington County,623.0,South Carolina
Gaffney,Cherokee County,622.0,South Carolina
Saluda,Saluda County,621.0,South Carolina
Hemingway,Williamsburg County,621.0,South Carolina
Pageland,Chesterfield County,620.0,South Carolina
Bamberg,Bamberg County,620.0,South Carolina
Chester,Chester County,619.0,South Carolina
Johnston,Edgefield County,618.0,South Carolina
Andrews,Williamsburg County,616.0,South Carolina
Hopkins,Richland County,614.0,South Carolina
Orangeburg,Orangeburg County,614.0,South Carolina
Marion,Marion County,610.0,South Carolina
North Charleston,Charleston County,610.0,South Carolina
Latta,Dillon County,609.0,South Carolina
Eastover,Richland County,609.0,South Carolina
Bennettsville,Marlboro County,608.0,South Carolina
Mullins,Marion County,608.0,South Carolina
Rembert,Sumter County,608.0,South Carolina
Clinton,Laurens County,607.0,South Carolina
Bishopville,Lee County,606.0,South Carolina
Lake City,Florence County,605.0,South Carolina
Kingstree,Williamsburg County,604.0,South Carolina
Estill,Hampton County,604.0,South Carolina
Dillon,Dillon County,602.0,South Carolina
Saint Stephen,Berkeley County,602.0,South Carolina
Saratoga,Santa Clara,777.2,California
Los Altos,Santa Clara,775.7519197,California
Moraga,Contra Costa,768.4785203,California
Orinda,Contra Costa,767.6,California
Cupertino,Santa Clara,767.3,California
Mercer Island,King,765.5,Washington
Atherton,San Mateo,764.9,California
Sammamish,King,764.8509554,Washington
San Marino,Los Angeles,764.5,California
San Carlos,San Mateo,764.1,California
Alamo,Contra Costa,762.8,California
Lafayette,Contra Costa,762.2,California
La Canada Flintridge,Los Angeles,761.5,California
Danville,Contra Costa,760.3953246,California
Bainbridge Island,Kitsap,759.8,Washington
Rancho Palos Verdes,Los Angeles,759.4,California
Del Mar,San Diego,759.3,California
Carmel,Monterey,759.1,California
Los Gatos,Santa Clara,758.3175161,California
Manhattan Beach,Los Angeles,757.9,California
Mill Valley,Marin,757.5,California
Larkspur,Marin,757.2,California
Burlingame,San Mateo,756.3,California
Corte Madera,Marin,756.0,California
Pacific Palisades,Los Angeles,755.7,California
Belvedere Tiburon,Marin,754.9,California
Greenbrae,Marin,754.9,California
Redmond,King,754.6444211,Washington
Pleasanton,Alameda,754.3653764999999,California
Granite Bay,Placer,754.1,California
San Ramon,Contra Costa,753.8271399,California
Newport Coast,Orange,753.8,California
Port Townsend,Jefferson,753.7,Washington
Rancho Santa Fe,San Diego,752.8768051,California
Issaquah,King,752.5334935,Washington
Millbrae,San Mateo,752.5,California
Menlo Park,San Mateo,752.4,California
Corona Del Mar,Orange,752.2,California
Woodinville,King,752.1622674,Washington
Oak Park,Ventura,752.0,California
Lake Oswego,Clackamas,751.9813907,Oregon
San Anselmo,Marin,751.5,California
Mountain View,Santa Clara,750.9060787000001,California
Vashon,King,750.8,Washington
Walnut Creek,Contra Costa,750.4267477999999,California
El Dorado Hills,El Dorado,749.7,California
Albany,Alameda,749.2,California
Clayton,Contra Costa,749.2,California
Bellevue,King,749.0364715,Washington
Dublin,Alameda,748.6,California
Sequim,Clallam,747.8,Washington
Westlake Village,Ventura,747.6,California
Sunnyvale,Santa Clara,747.5196252999999,California
Snoqualmie,King,747.3,Washington
Scotts Valley,Santa Cruz,747.2,California
La Jolla,San Diego,746.7,California
Seal Beach,Orange,746.5,California
West Linn,Clackamas,746.3,Oregon
Sierra Madre,Los Angeles,746.2,California
Yorba Linda,Orange,745.6212237000001,California
Trabuco Canyon,Orange,745.5196852000001,California
Stanford,Santa Clara,744.4,California
Hermosa Beach,Los Angeles,744.1,California
Fairfax,Marin,743.7,California
Kenmore,King,743.6,Washington
Colbert,Spokane,743.4,Washington
Aptos,Santa Cruz,742.9,California
Pismo Beach,San Luis Obispo,742.7,California
Encinitas,San Diego,742.3,California
Kirkland,King,742.2879605,Washington
Davis,Yolo,742.1806311,California
Arcadia,Los Angeles,741.9991036,California
Mililani,Honolulu,741.9,Hawaii
Calabasas,Los Angeles,741.9,California
Cerritos,Los Angeles,741.8,California
Agoura Hills,Los Angeles,741.7,California
Friday Harbor,San Juan,741.7,Washington
Fremont,Alameda,741.6158705,California
Brush Prairie,Clark,741.5,Washington
South Pasadena,Los Angeles,741.1,California
Liberty Lake,Spokane,741.0,Washington
Half Moon Bay,San Mateo,740.9,California
Laguna Woods,Orange,740.9,California
Solana Beach,San Diego,740.6,California
Folsom,Sacramento,740.6,California
Walnut,Los Angeles,740.5,California
Porter Ranch,Los Angeles,740.4,California
Edmonds,Snohomish,740.3354315,Washington
Mukilteo,Snohomish,740.3,Washington
Carlsbad,San Diego,740.2591463,California
Foothill Ranch,Orange,738.9,California
Cardiff By The Sea,San Diego,738.9,California
Bothell,King,738.6097722,Washington
Duvall,King,738.2,Washington
Milpitas,Santa Clara,737.9,California
Arroyo Grande,San Luis Obispo,737.9,California
Playa Vista,Los Angeles,737.9,California
San Mateo,San Mateo,737.6668438999999,California
Campbell,Santa Clara,737.6,California
La Crescenta,Los Angeles,737.6,California
Novato,Marin,736.804528,California
Camas,Clark,736.7,Washington
Coronado,San Diego,736.7,California
Santa Clara,Santa Clara,736.672656,California
Kailua,Honolulu,736.3,Hawaii
Nevada City,Nevada,736.2,California
Redondo Beach,Los Angeles,736.0399626,California
Playa Del Rey,Los Angeles,735.9,California
Castro Valley,Alameda,735.8894809999999,California
Newbury Park,Ventura,735.3,California
Irvine,Orange,735.0654795,California
Laguna Niguel,Orange,734.8,California
Jacksonville,Jackson,734.8,Oregon
Damascus,Clackamas,734.7,Oregon
Fountain Valley,Orange,734.6,California
Nine Mile Falls,Spokane,734.5,Washington
Gig Harbor,Pierce,734.3161875,Washington
Rancho Mirage,Riverside,734.1,California
Camano Island,Island,734.0,Washington
Diamond Bar,Los Angeles,733.7,California
La Palma,Orange,733.6,California
Ladera Ranch,Orange,732.9,California
Sherwood,Washington,732.8,Oregon
Berkeley,Alameda,732.5225839999999,California
Poway,San Diego,732.3,California
El Segundo,Los Angeles,732.0,California
Palo Alto,Santa Clara,731.9332449,California
Pacifica,San Mateo,731.9,California
San Francisco,San Francisco,731.877927,California
Mission Viejo,Orange,731.7834306,California
Sausalito,Marin,731.7,California
Ridgefield,Clark,731.4,Washington
Thousand Oaks,Ventura,731.2911948,California
Pacific Grove,Monterey,731.1,California
Snohomish,Snohomish,730.807424,Washington
West Richland,Benton,730.7,Washington
Livermore,Alameda,730.604442,California
Soquel,Santa Cruz,730.2,California
Aiea,Honolulu,730.1,Hawaii
Poulsbo,Kitsap,730.1,Washington
Claremont,Los Angeles,730.0,California
Los Alamitos,Orange,729.2,California
Lynden,Whatcom,729.2,Washington
Alameda,Alameda,728.8636705,California
Santa Monica,Los Angeles,728.8542236000001,California
Ashland,Jackson,728.7,Oregon
West Hills,Los Angeles,728.7,California
Lincoln,Placer,728.7,California
Maple Valley,King,728.6,Washington
Corvallis,Benton,728.124151,Oregon
Los Osos,San Luis Obispo,728.0,California
Kaneohe,Honolulu,727.9,Hawaii
Solvang,Santa Barbara,727.8,California
Morgan Hill,Santa Clara,727.7,California
La Center,Clark,727.6,Washington
Happy Valley,Clackamas,727.5,Oregon
Camarillo,Ventura,727.2131171,California
Malibu,Los Angeles,727.0112631,California
Loomis,Placer,727.0,California
San Clemente,Orange,726.6780872,California
Truckee,Placer,726.6,California
Pleasant Hill,Contra Costa,726.1,California
Hood River,Hood River,725.8,Oregon
San Rafael,Marin,725.5140191,California
Penn Valley,Nevada,725.4,California
Stevenson Ranch,Los Angeles,725.3,California
Monterey Park,Los Angeles,725.2468276000001,California
Culver City,Los Angeles,724.9529326,California
Dana Point,Orange,724.9,California
Dupont,Pierce,724.8,Washington
Saint Helena,Napa,724.8,California
Eagle River,Anchorage,724.7,Alaska
San Luis Obispo,San Luis Obispo,724.5368154,California
Newport Beach,Orange,724.4275377,California
Petaluma,Sonoma,724.3825158,California
Philomath,Benton,724.3,Oregon
North Bend,King,724.2,Washington
Studio City,Los Angeles,724.2,California
Encino,Los Angeles,724.0613595,California
Benicia,Solano,723.8,California
Chino Hills,San Bernardino,723.6,California
Templeton,San Luis Obispo,723.3,California
Santa Cruz,Santa Cruz,723.1517271,California
Healdsburg,Sonoma,723.1,California
Brea,Orange,722.9248589,California
Rio Vista,Solano,722.3,California
Valencia,Los Angeles,721.7353917,California
Seattle,King,721.7148494,Washington
Richland,Benton,721.3604752,Washington
Morro Bay,San Luis Obispo,721.1,California
Shingle Springs,El Dorado,720.8,California
Greenacres,Spokane,720.7,Washington
Cypress,Orange,720.3,California
San Gabriel,Los Angeles,720.2979178999999,California
Aliso Viejo,Orange,720.1,California
Redwood City,San Mateo,720.0715251,California
Huntington Beach,Orange,720.0145869,California
Boulder Creek,Santa Cruz,719.9,California
Florence,Lane,719.6,Oregon
Kula,Maui,719.4,Hawaii
San Bruno,San Mateo,719.0,California
Moorpark,Ventura,719.0,California
Rocklin,Placer,718.8891132,California
Windsor,Sonoma,718.5,California
Boring,Clackamas,718.5,Oregon
Steilacoom,Pierce,718.4,Washington
Mead,Spokane,718.0,Washington
Beverly Hills,Los Angeles,717.9985317000001,California
Honolulu,Honolulu,717.8187391,Hawaii
Santa Clarita,Los Angeles,717.7333665,California
Rancho Santa Margarita,Orange,717.6,California
Pearl City,Honolulu,717.6,Hawaii
Marina Del Rey,Los Angeles,717.5,California
Sonoma,Sonoma,717.4,California
Mount Shasta,Siskiyou,717.4,California
Monterey,Monterey,717.3901078,California
Santa Barbara,Santa Barbara,717.2232762,California
Torrance,Los Angeles,717.093112,California
Felton,Santa Cruz,717.0,California
Homer,Kenai Peninsula,716.8,Alaska
Bellingham,Whatcom,716.682865,Washington
Wilsonville,Clackamas,716.4,Oregon
Stanwood,Snohomish,716.0,Washington
Jamul,San Diego,715.9,California
Union City,Alameda,715.8,California
Kingston,Kitsap,715.8,Washington
Roseville,Placer,715.5990975,California
Battle Ground,Clark,715.5,Washington
Beaverton,Washington,715.3475338,Oregon
San Jose,Santa Clara,715.1002082,California
Auburn,Placer,715.0113156,California
Cashmere,Chelan,714.8,Washington
Rosemead,Los Angeles,714.7,California
Lake Forest,Orange,714.7,California
Tualatin,Washington,714.7,Oregon
Capitola,Santa Cruz,714.6,California
Terrebonne,Deschutes,714.5,Oregon
South San Francisco,San Mateo,714.4,California
Chugiak,Anchorage,714.3,Alaska
Pullman,Whitman,714.1646686,Washington
La Verne,Los Angeles,713.8,California
Sherman Oaks,Los Angeles,713.7763593999999,California
Blaine,Whatcom,713.7,Washington
Hyde Park,Cache County,752.0,Utah
Huntsville,Weber County,748.0,Utah
Providence,Cache County,746.0,Utah
Centerville,Davis County,744.0,Utah
Alpine,Utah County,743.0,Utah
Mapleton,Utah County,743.0,Utah
Morgan,Morgan County,742.0,Utah
Mendon,Cache County,742.0,Utah
New Harmony,Washington County,741.0,Utah
Eden,Weber County,740.0,Utah
Midway,Wasatch County,739.0,Utah
Wellsville,Cache County,737.0,Utah
Park City,Summit County,737.0,Utah
Lindon,Utah County,736.0,Utah
Millville,Cache County,734.0,Utah
Ivins,Washington County,733.0,Utah
Oakley,Summit County,732.0,Utah
Salem,Utah County,730.0,Utah
Draper,Salt Lake County,726.0,Utah
Smithfield,Cache County,726.0,Utah
Coalville,Summit County,726.0,Utah
Paradise,Cache County,726.0,Utah
Bountiful,Davis County,725.0,Utah
Lehi,Utah County,724.0,Utah
American Fork,Utah County,724.0,Utah
Riverton,Salt Lake County,724.0,Utah
Syracuse,Davis County,724.0,Utah
Santa Clara,Washington County,724.0,Utah
Hooper,Weber County,723.0,Utah
Leeds,Washington County,723.0,Utah
Woods Cross,Davis County,722.0,Utah
Escalante,Garfield County,719.0,Utah
Sandy,Salt Lake County,719.0,Utah
Richmond,Cache County,717.0,Utah
Willard,Box Elder County,716.0,Utah
Toquerville,Washington County,716.0,Utah
Honeyville,Box Elder County,716.0,Utah
Saratoga Springs,Utah County,715.0,Utah
Enterprise,Washington County,713.0,Utah
Aurora,Sevier County,713.0,Utah
Henefer,Summit County,713.0,Utah
Pleasant Grove,Utah County,711.0,Utah
Washington,Washington County,711.0,Utah
Mona,Juab County,711.0,Utah
Herriman,Salt Lake County,710.0,Utah
Monroe,Sevier County,710.0,Utah
Ferron,Emery County,710.0,Utah
Kamas,Summit County,708.0,Utah
Lewiston,Cache County,707.0,Utah
Saint George,Washington County,705.0,Utah
Spanish Fork,Utah County,704.0,Utah
North Salt Lake,Davis County,704.0,Utah
Kanab,Kane County,703.0,Utah
Fairview,Sanpete County,703.0,Utah
Spring City,Sanpete County,703.0,Utah
Hyrum,Cache County,701.0,Utah
Layton,Davis County,701.0,Utah
Monticello,San Juan County,700.0,Utah
Orangeville,Emery County,700.0,Utah
Heber City,Wasatch County,699.0,Utah
Parowan,Iron County,699.0,Utah
Minersville,Beaver County,699.0,Utah
Provo,Utah County,699.0,Utah
Logan,Cache County,698.0,Utah
Payson,Utah County,698.0,Utah
Delta,Millard County,698.0,Utah
Corinne,Box Elder County,698.0,Utah
Loa,Wayne County,698.0,Utah
Brigham City,Box Elder County,696.0,Utah
Manti,Sanpete County,696.0,Utah
Fillmore,Millard County,696.0,Utah
Orem,Utah County,696.0,Utah
Springville,Utah County,695.0,Utah
Hurricane,Washington County,695.0,Utah
Ephraim,Sanpete County,695.0,Utah
Tremonton,Box Elder County,694.0,Utah
Santaquin,Utah County,694.0,Utah
Stockton,Tooele County,694.0,Utah
Neola,Duchesne County,693.0,Utah
Nephi,Juab County,692.0,Utah
Panguitch,Garfield County,692.0,Utah
Garland,Box Elder County,691.0,Utah
Eagle Mountain,Utah County,690.0,Utah
Mount Pleasant,Sanpete County,690.0,Utah
Moab,Grand County,689.0,Utah
Fountain Green,Sanpete County,689.0,Utah
Richfield,Sevier County,688.0,Utah
Castle Dale,Emery County,688.0,Utah
Cedar City,Iron County,688.0,Utah
Beaver,Beaver County,687.0,Utah
Ogden,Weber County,687.0,Utah
West Jordan,Salt Lake County,683.0,Utah
Clearfield,Davis County,682.0,Utah
Grantsville,Tooele County,680.0,Utah
Huntington,Emery County,680.0,Utah
Roy,Weber County,679.0,Utah
Bethany Beach,Sussex,779.0,Delaware
Hockessin,New Castle,761.0,Delaware
Ocean View,Sussex,754.0,Delaware
Selbyville,Sussex,734.0,Delaware
Rehoboth Beach,Sussex,733.0,Delaware
Dagsboro,Sussex,727.0,Delaware
Milton,Sussex,722.0,Delaware
Harbeson,Sussex,708.0,Delaware
Middletown,New Castle,705.0,Delaware
Frankford,Sussex,698.0,Delaware
Camden Wyoming,Kent,696.0,Delaware
Millsboro,Sussex,688.0,Delaware
Bear,New Castle,686.0,Delaware
Newark,New Castle,685.7657019999999,Delaware
Townsend,New Castle,682.0,Delaware
Milford,Kent,681.0,Delaware
Greenwood,Sussex,676.0,Delaware
Magnolia,Kent,676.0,Delaware
Clayton,Kent,674.0,Delaware
Marydel,Kent,673.0,Delaware
Felton,Kent,672.0,Delaware
Hartly,Kent,672.0,Delaware
Smyrna,Kent,671.0,Delaware
Harrington,Kent,669.0,Delaware
Delmar,Sussex,668.0,Delaware
Houston,Kent,667.0,Delaware
Wilmington,New Castle,666.129128,Delaware
Georgetown,Sussex,665.0,Delaware
Seaford,Sussex,662.0,Delaware
Bridgeville,Sussex,660.0,Delaware
Frederica,Kent,660.0,Delaware
Lincoln,Sussex,659.0,Delaware
Dover,Kent,657.9389537999999,Delaware
Laurel,Sussex,657.0,Delaware
Claymont,New Castle,654.0,Delaware
Delaware City,New Castle,650.0,Delaware
Ellendale,Sussex,638.0,Delaware
Lincoln,Middlesex,777.0,Massachusetts
Carlisle,Middlesex,777.0,Massachusetts
Waban,Middlesex,776.0,Massachusetts
Lexington,Middlesex,772.9110842,Massachusetts
Sudbury,Middlesex,769.0,Massachusetts
Stow,Middlesex,769.0,Massachusetts
Harvard,Worcester,769.0,Massachusetts
Concord,Middlesex,768.0,Massachusetts
Wayland,Middlesex,768.0,Massachusetts
Wellesley,Norfolk,767.0,Massachusetts
Bolton,Worcester,767.0,Massachusetts
Weston,Middlesex,765.0,Massachusetts
Needham Heights,Norfolk,765.0,Massachusetts
Newton Highlands,Middlesex,765.0,Massachusetts
Wellesley Hills,Norfolk,764.0,Massachusetts
Bedford,Middlesex,764.0,Massachusetts
West Newton,Middlesex,764.0,Massachusetts
Dover,Norfolk,764.0,Massachusetts
Sharon,Norfolk,763.0,Massachusetts
Medfield,Norfolk,763.0,Massachusetts
Topsfield,Essex,763.0,Massachusetts
Boxborough,Middlesex,763.0,Massachusetts
Sherborn,Middlesex,763.0,Massachusetts
Southborough,Worcester,762.0,Massachusetts
Hopkinton,Middlesex,761.0,Massachusetts
Boxford,Essex,761.0,Massachusetts
Arlington,Middlesex,760.4843128,Massachusetts
Princeton,Worcester,760.0,Massachusetts
Auburndale,Middlesex,759.0,Massachusetts
Longmeadow,Hampden,758.0,Massachusetts
Newtonville,Middlesex,758.0,Massachusetts
Dunstable,Middlesex,758.0,Massachusetts
West Newbury,Essex,757.0,Massachusetts
Norfolk,Norfolk,756.0,Massachusetts
Lynnfield,Essex,755.0,Massachusetts
Newton,Middlesex,755.0,Massachusetts
Littleton,Middlesex,755.0,Massachusetts
Eastham,Barnstable,754.0,Massachusetts
Yarmouth Port,Barnstable,753.0,Massachusetts
Southampton,Hampshire,753.0,Massachusetts
Wenham,Essex,753.0,Massachusetts
Dennis,Barnstable,753.0,Massachusetts
Brookline,Norfolk,751.4328845,Massachusetts
Northborough,Worcester,751.0,Massachusetts
South Hamilton,Essex,751.0,Massachusetts
Manchester,Essex,751.0,Massachusetts
Berlin,Worcester,750.0,Massachusetts
Westborough,Worcester,749.0,Massachusetts
Duxbury,Plymouth,749.0,Massachusetts
Brewster,Barnstable,749.0,Massachusetts
Upton,Worcester,749.0,Massachusetts
Chatham,Barnstable,749.0,Massachusetts
Norwell,Plymouth,748.0,Massachusetts
Middleton,Essex,748.0,Massachusetts
Boylston,Worcester,748.0,Massachusetts
Newbury,Essex,748.0,Massachusetts
Byfield,Essex,748.0,Massachusetts
North Falmouth,Barnstable,748.0,Massachusetts
Florence,Hampshire,747.0,Massachusetts
Sterling,Worcester,747.0,Massachusetts
Williamstown,Berkshire,747.0,Massachusetts
Rochester,Plymouth,747.0,Massachusetts
Lenox,Berkshire,747.0,Massachusetts
East Walpole,Norfolk,747.0,Massachusetts
Newton Upper Falls,Middlesex,747.0,Massachusetts
Holden,Worcester,746.0,Massachusetts
