state,city,population_percent_change,aggravated assault,arson,arson2,burglary,larceny theft,larceny- theft,motor vehicle theft,murder and nonnegligent manslaughter,property crime,rape,rape1,robbery,unnamed: 13,unnamed: 14,unnamed: 15,unnamed: 16,unnamed: 17,violent crime,population
iowa,iowa falls,-0.005925924745785904,72.6,0.0,0.0,168.4,1886.0,1458.3,104.3,0.0,2016.1,38.8,59.9,6.4,,,,,,124.9,5006.0
texas,iowa park,0.001220544869579232,63.0,15.8,0.0,165.3,598.6,565.2,70.8,0.0,826.4,31.5,31.4,0.0,,,,,,94.4,6369.0
massachusetts,ipswich,0.0045160219316073835,75.9,7.2,3.6,83.2,447.1,234.1,20.0,0.0,507.7,2.4,32.0,2.8,,,,,,92.9,14095.0
south dakota,irene,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,410.0
south carolina,irmo,0.0070998505747077445,386.9,2.8,8.0,539.2,2752.8,2716.5,133.0,0.0,3417.7,40.8,36.3,49.0,,,,,,474.9,12516.0
michigan,iron mountain,-0.0034819806005434994,22.8,0.0,0.0,9.0,74.9,54.6,0.0,0.0,77.2,40.9,27.2,0.0,,,,,,54.5,7320.0
missouri,iron mountain lake,0.019609435144061216,47.1,140.8,0.0,139.2,45.4,,0.0,0.0,184.6,0.0,0.0,0.0,,,,,,47.1,735.0
wisconsin,iron ridge,-0.0017861044391718206,0.0,0.0,0.0,111.6,893.3,0.0,22.2,0.0,848.5,0.0,0.0,0.0,,,,,,0.0,891.0
michigan,iron river,-0.005036612358275683,295.7,58.6,0.0,609.6,1877.6,887.8,133.1,14.0,2422.3,127.4,17.8,6.9,,,,,,400.2,2816.0
wisconsin,iron river,0.0014156717854774126,142.0,29.4,0.0,141.6,466.1,704.8,88.5,0.0,744.0,0.0,88.7,17.7,,,,,,195.2,1135.0
alabama,irondale,0.0004542536530154351,436.0,,,685.4,2005.9,,281.5,8.1,2972.9,40.1,8.1,74.3,,,,,,550.4,12486.0
new york,irondequoit town,-0.007841613416788684,100.0,6.9,4.0,355.5,1764.1,,104.7,0.7,2224.3,20.7,21.8,74.9,,,,,,196.7,50212.0
missouri,ironton,-0.0026259183231109873,18.3,0.0,0.0,271.1,1231.7,,36.0,18.1,1538.8,48.3,0.0,0.0,,,,,,72.7,1389.0
ohio,ironton,-0.007161960088903463,107.5,3.1,4.6,561.1,1684.2,1238.7,289.5,1.9,2445.8,61.7,18.7,48.1,,,,,,202.0,10576.0
michigan,ironwood,-0.006585054023242942,81.0,6.6,10.2,137.1,1102.4,1576.9,77.0,0.0,1411.4,6.8,10.2,8.2,,,,,,97.4,4883.0
california,irvine,0.025382631096532604,22.8,3.2,3.3,216.3,1079.3,1054.4,67.9,0.6,1358.5,13.2,17.2,20.5,,,,,,58.8,292673.0
kentucky,irvine,-0.009600120709349458,59.3,14.3,21.0,221.1,116.1,216.7,59.0,8.6,416.3,28.6,0.0,16.8,,,,,,101.9,2307.0
texas,irving,0.007464329336823949,103.0,8.9,8.0,388.3,1848.9,1854.8,279.2,3.1,2517.6,17.1,22.6,95.0,,,,,,220.4,245423.0
kentucky,irvington,0.0013534024052126448,101.4,0.0,0.0,236.7,444.6,337.0,185.8,0.0,845.6,0.0,0.0,0.0,,,,,,101.4,1187.0
new jersey,irvington,-0.0019392895364032103,259.7,15.9,12.0,536.3,1208.0,1045.6,736.7,14.3,2448.5,44.7,45.9,496.4,,,,,,815.5,54034.0
new york,irvington village,-0.0034680753720117696,15.1,0.0,0.0,54.5,226.4,430.4,15.2,3.0,336.8,0.0,0.0,6.0,,,,,,24.1,6506.0
pennsylvania,irwin,-0.009058129496485878,289.4,0.0,0.0,97.7,914.7,,45.7,0.0,1058.1,8.9,0.0,19.4,,,,,,315.5,3758.0
california,irwindale,0.00497464814485471,773.0,92.4,102.1,3473.5,8172.8,9462.2,2138.8,27.9,14043.0,23.1,34.0,483.2,,,,,,1311.5,1469.0
georgia,irwinton,-0.01590348166162736,0.0,0.0,0.0,44.9,0.0,,43.5,0.0,88.4,0.0,0.0,0.0,,,,,,0.0,548.0
minnesota,isanti,0.018904584311614903,56.1,0.0,0.0,228.4,1652.1,1169.6,75.0,0.0,1858.9,18.0,34.9,3.5,,,,,,84.4,5985.0
michigan,ishpeming,-0.0037239767365906395,145.4,0.0,15.5,92.7,1094.2,871.5,98.8,0.0,1241.1,112.8,46.5,12.3,,,,,,243.9,6426.0
michigan,ishpeming township,-0.0019163653561009575,28.3,0.0,0.0,37.7,42.4,0.0,0.0,0.0,66.0,0.0,0.0,0.0,,,,,,28.3,3528.0
new jersey,island heights,-0.0027238519141339346,23.9,0.0,0.0,190.3,524.4,238.8,0.0,0.0,657.6,20.2,0.0,12.1,,,,,,48.1,1675.0
illinois,island lake,0.001318542099661979,46.6,0.0,0.0,74.5,608.2,458.4,21.8,0.0,667.0,37.3,31.0,9.3,,,,,,90.0,8071.0
minnesota,isle,0.003523828563264386,124.7,0.0,0.0,477.0,3620.5,6475.7,225.6,0.0,4894.2,42.2,0.0,0.0,,,,,,150.0,803.0
south carolina,isle of palms,9.164202032119206e-05,22.9,0.0,0.0,422.8,1585.6,1168.1,186.7,4.6,2111.6,22.8,0.0,0.0,,,,,,41.2,4366.0
maine,islesboro,-0.0010585581506430408,0.0,0.0,0.0,317.3,1015.0,2123.9,70.6,0.0,1624.7,0.0,0.0,0.0,,,,,,0.0,565.0
california,isleton,0.003571477001374168,427.5,0.0,0.0,926.2,892.1,235.6,47.1,47.3,1734.0,0.0,0.0,47.8,,,,,,522.6,849.0
washington,issaquah,0.030393513594462185,20.8,4.5,6.3,315.5,2616.7,2410.8,208.8,0.5,3099.9,24.5,18.8,20.3,,,,,,63.9,40651.0
texas,italy,0.008474531384897288,342.7,0.0,,687.0,501.8,,105.7,0.0,1294.6,26.3,,0.0,,,,,,369.0,1904.0
illinois,itasca,0.02573737952998756,16.4,3.8,0.0,133.9,780.2,907.1,50.3,0.0,989.8,25.3,26.4,15.8,,,,,,58.0,10032.0
texas,itasca,0.015646485137072785,137.7,20.6,0.0,550.1,852.5,,60.1,0.0,1462.8,20.6,0.0,15.5,,,,,,168.6,1692.0
new york,ithaca,0.001491632402003562,106.4,3.2,6.4,226.6,2506.9,2467.7,54.8,3.2,2778.5,30.6,17.7,60.5,,,,,,194.3,31122.0
mississippi,iuka,-0.0021591114445150827,143.8,16.8,33.5,691.1,2107.9,1731.7,176.5,0.0,2881.4,,,25.3,,,,,,201.5,2945.0
south carolina,iva,0.005742108286058478,448.5,78.2,0.0,694.3,3036.6,2135.8,323.5,15.4,3874.3,0.0,76.3,15.4,,,,,,509.8,1311.0
georgia,ivey,0.0010976827916269194,0.0,0.0,0.0,329.1,877.7,,0.0,0.0,1206.8,0.0,0.0,0.0,,,,,,0.0,912.0
pennsylvania,ivyland,-0.002862615087378728,47.6,0.0,0.0,72.0,285.3,192.5,23.7,0.0,357.8,0.0,0.0,0.0,,,,,,47.6,1039.0
texas,jacinto city,-0.0044178841377041644,80.0,3.1,0.0,351.0,1610.5,1655.4,314.8,0.0,2285.3,3.1,0.0,116.8,,,,,,198.7,10632.0
tennessee,jacksboro,-0.0034042290023401645,289.4,0.0,0.0,123.5,6757.9,4898.4,133.9,0.0,6643.4,0.0,0.0,10.3,,,,,,299.7,1919.0
texas,jacksboro,-0.0017368317847190617,155.6,15.2,34.7,342.9,1058.8,482.4,127.9,0.0,1414.4,68.3,57.7,0.0,,,,,,219.7,4353.0
alabama,jackson,-0.01674806933300388,460.1,,,879.9,3260.3,,143.4,5.3,4283.6,88.7,102.9,60.9,,,,,,618.5,4733.0
california,jackson,0.008729325189906989,454.7,28.3,125.8,745.3,1830.5,2230.6,243.0,0.0,2898.8,21.2,52.6,42.7,,,,,,531.2,4797.0
georgia,jackson,0.01717127320214984,164.1,0.0,0.0,394.9,2140.7,,109.7,0.0,2645.3,19.6,19.7,74.8,,,,,,259.1,5101.0
kentucky,jackson,-0.01645338413181363,18.9,15.6,0.0,426.1,1703.2,2047.1,193.0,0.0,2391.1,47.8,0.0,9.4,,,,,,57.0,1954.0
michigan,jackson,-0.003790014491648286,812.7,61.9,50.5,704.3,3368.4,3153.6,285.1,14.6,4314.9,190.4,166.8,159.4,,,,,,1167.7,32503.0
mississippi,jackson,-0.008605079556595951,366.2,49.7,47.4,1219.2,2918.9,2873.9,547.9,38.9,4677.0,,,351.9,,,,,,887.3,163297.0
missouri,jackson,0.00327932493044214,136.5,6.6,0.0,176.3,1246.3,1221.0,74.2,0.0,1491.8,11.1,9.9,5.3,,,,,,152.4,15151.0
new hampshire,jackson,0.01085886891937582,48.9,0.0,0.0,464.9,675.1,584.1,0.0,0.0,1121.8,41.0,0.0,0.0,,,,,,73.5,856.0
ohio,jackson,-0.0010893254603518976,70.4,21.4,0.0,320.6,2207.9,2442.9,86.6,6.4,2662.1,26.8,23.9,25.6,,,,,,128.0,6222.0
south carolina,jackson,0.0030409220118665647,112.4,18.7,0.0,415.6,913.1,1450.9,157.6,0.0,1593.8,18.8,27.9,33.8,,,,,,168.6,1792.0
tennessee,jackson,-0.0014877695178627803,769.1,24.8,23.1,806.2,3282.8,2845.4,243.6,14.3,4245.1,54.1,43.3,159.3,,,,,,992.4,66915.0
wisconsin,jackson,0.011675405877028755,34.0,0.0,0.0,34.1,700.4,1233.0,28.9,0.0,869.9,41.9,21.0,11.2,,,,,,62.0,7218.0
wyoming,jackson,0.0011242263956585674,162.1,4.7,0.0,127.8,1393.6,,140.3,0.0,1661.7,70.1,56.1,12.5,,,,,,240.0,10692.0
new jersey,jackson township,0.0019810463746736673,27.4,11.2,7.8,162.9,574.9,519.3,33.7,1.1,760.4,5.9,5.2,8.8,,,,,,42.8,57380.0
pennsylvania,"jackson township, butler county",0.033877902102926516,45.6,0.0,,283.7,189.5,,0.0,0.0,473.2,0.0,,0.0,,,,,,45.6,3953.0
pennsylvania,"jackson township, cambria county",-0.008490090954206941,43.9,0.0,12.4,4.7,77.9,173.2,0.0,0.0,101.7,0.0,0.0,4.8,,,,,,48.7,4041.0
pennsylvania,"jackson township, luzerne county",4.3127521772712285e-05,8.6,0.0,0.0,43.1,221.1,107.8,12.9,0.0,254.5,7.2,0.0,0.0,,,,,,12.9,4638.0
ohio,"jackson township, mahoning county",-0.00440316661060236,98.6,0.0,0.0,357.5,1057.2,,61.5,0.0,1476.2,16.5,0.0,0.0,,,,,,110.9,2026.0
ohio,"jackson township, montgomery county",-5.426510161898879e-05,90.5,0.0,0.0,235.3,285.3,244.2,18.1,0.0,525.1,40.8,27.1,0.0,,,,,,126.7,3685.0
ohio,"jackson township, stark county",-0.0021277726527426655,62.6,9.0,9.9,349.5,2444.9,1965.4,52.7,1.0,2751.3,35.3,35.8,58.1,,,,,,157.2,40347.0
alabama,jacksonville,0.009789117574212192,626.6,,,1012.1,2685.6,,185.7,6.0,3883.4,27.2,79.5,77.1,,,,,,750.0,12534.0
arkansas,jacksonville,-0.00439103181354783,735.1,25.6,10.5,1005.7,3234.3,3632.4,424.2,6.3,4743.8,66.1,84.5,114.9,,,,,,929.7,28273.0
florida,jacksonville,0.009477587904390239,404.6,8.7,9.9,616.0,2577.8,2460.9,314.5,12.4,3484.9,57.4,60.5,154.0,,,,,,629.6,909142.0
georgia,jacksonville,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,132.0
illinois,jacksonville,-0.004450585558300246,286.1,8.9,13.4,470.2,2603.3,2523.2,46.2,2.1,3103.6,32.0,50.9,31.0,,,,,,358.8,18667.0
north carolina,jacksonville,0.014843529992280446,171.4,7.2,13.4,484.3,2042.0,,93.3,4.8,2619.6,,,72.1,,,,,,154.5,71715.0
oregon,jacksonville,0.003951856575429957,89.5,0.0,34.3,199.8,1101.6,2124.0,103.2,0.0,1609.1,11.5,17.1,0.0,,,,,,103.3,2919.0
texas,jacksonville,0.005678863173635307,521.9,9.0,0.0,752.6,2101.0,,115.9,5.0,2969.5,64.9,53.5,74.0,,,,,,663.0,14960.0
florida,jacksonville beach,0.008338403509335901,317.9,5.8,6.3,377.3,3786.7,3099.2,301.1,3.4,4327.7,65.4,111.1,130.7,,,,,,535.6,23974.0
new hampshire,jaffrey,-0.006911492072656733,180.4,50.3,19.2,199.3,564.8,,14.3,0.0,778.4,31.5,38.4,4.7,,,,,,218.3,5232.0
new mexico,jal,-0.014160903695048743,303.6,,,353.2,1179.5,1001.4,232.3,0.0,1720.6,,23.8,11.9,,,,,,360.9,2097.0
texas,jamaica beach,0.017616040524470078,0.0,0.0,0.0,439.5,1071.2,,189.4,0.0,1700.1,0.0,92.8,31.5,,,,,,62.4,1078.0
new jersey,jamesburg,-0.0035365989207711834,56.5,0.0,16.6,155.8,616.8,252.9,39.7,6.7,739.5,16.6,8.4,36.5,,,,,,113.1,5931.0
kentucky,jamestown,-0.0036529443949913087,11.1,0.0,0.0,255.8,360.2,1343.0,55.4,0.0,868.0,18.3,0.0,0.0,,,,,,22.1,1787.0
new york,jamestown,-0.007793259988201906,479.4,46.7,71.4,834.9,2150.6,2133.9,142.1,5.4,3124.2,144.2,97.2,120.9,,,,,,731.1,29102.0
north dakota,jamestown,-0.003244915620053024,231.3,4.3,6.5,469.1,1904.8,1658.1,163.7,2.6,2488.3,60.6,91.2,15.6,,,,,,322.3,15198.0
ohio,jamestown,0.011330167698759608,67.6,0.0,24.6,945.4,1834.1,1685.4,106.7,0.0,2856.4,33.0,71.4,38.7,,,,,,154.7,2136.0
pennsylvania,jamestown,-0.010741179780581311,170.5,0.0,0.0,43.0,555.9,,0.0,0.0,598.9,0.0,0.0,0.0,,,,,,170.5,577.0
rhode island,jamestown,0.000509127274699317,43.6,0.0,0.0,123.5,671.6,381.3,32.6,0.0,769.6,6.1,27.3,0.0,,,,,,58.2,5508.0
south carolina,jamestown,0.015118302392525207,617.3,0.0,0.0,609.8,1234.6,3614.5,0.0,0.0,2439.4,0.0,0.0,301.2,,,,,,918.5,83.0
tennessee,jamestown,0.0023635945431168537,275.9,0.0,0.0,194.5,4350.3,3265.3,92.5,0.0,4420.2,0.0,0.0,20.5,,,,,,296.4,1960.0
minnesota,janesville,0.0012430064001245356,79.7,0.0,0.0,336.1,519.8,928.8,53.1,0.0,990.7,73.9,44.1,0.0,,,,,,141.7,2261.0
wisconsin,janesville,0.0017560868834316512,144.5,6.7,7.8,386.8,2364.7,2159.6,87.3,1.2,2797.9,63.6,64.4,44.1,,,,,,241.2,64687.0
texas,jarrell,0.09895082368539043,72.4,0.0,0.0,253.1,727.8,333.3,88.5,0.0,990.5,0.0,27.8,0.0,,,,,,83.5,1800.0
alabama,jasper,-0.012742988759194107,817.5,,,937.0,5515.8,,498.6,1.8,6951.3,64.8,50.2,141.6,,,,,,1022.0,13512.0
florida,jasper,0.011212965604648684,145.7,0.0,0.0,487.1,1258.2,764.1,109.9,0.0,1756.4,8.7,12.0,55.4,,,,,,211.2,4057.0
georgia,jasper,0.01563103694851886,121.3,0.0,0.0,468.2,5919.2,,207.9,0.0,6595.3,51.3,52.1,34.7,,,,,,190.5,3896.0
indiana,jasper,0.003060726303918626,217.0,0.0,3.2,115.9,892.2,953.4,59.5,0.0,1082.9,,22.4,1.6,,,,,,233.0,15629.0
missouri,jasper,0.010872004939177726,171.6,143.6,53.3,364.0,994.2,1341.6,85.5,0.0,1513.2,72.3,0.0,0.0,,,,,,214.9,969.0
tennessee,jasper,0.0030627433459766706,311.9,30.1,0.0,323.9,1588.7,1309.1,257.6,6.0,2114.3,20.1,0.0,6.0,,,,,,335.9,3361.0
texas,jasper,0.00023555248170503695,369.3,35.0,19.6,1079.3,3751.8,3386.9,180.7,5.2,4938.8,4.4,0.0,41.9,,,,,,419.1,7647.0
florida,jay,0.0,0.0,,0.0,158.2,,791.1,158.2,0.0,1107.6,,158.2,158.2,,,,,,316.5,632.0
maine,jay,-0.007836738655270903,120.3,0.0,0.0,229.9,763.1,501.5,77.1,4.3,1017.8,53.3,32.7,8.4,,,,,,188.3,4586.0
oklahoma,jay,0.0053779273001923755,296.6,40.1,19.8,766.6,1615.4,1619.3,198.6,0.0,2581.3,40.2,39.6,0.0,,,,,,336.6,2532.0
pennsylvania,jeannette,-0.007660234280345568,51.5,3.7,0.0,165.0,527.7,,0.0,5.4,692.7,0.0,0.0,43.3,,,,,,100.3,9127.0
georgia,jefferson,0.0458569191389393,82.5,3.3,0.0,311.2,1329.2,,87.4,2.3,1727.8,8.8,0.0,33.2,,,,,,130.2,11394.0
iowa,jefferson,-0.006516282060858303,185.5,12.0,0.0,711.5,2263.8,921.7,47.8,0.0,2687.6,0.0,12.1,6.0,,,,,,197.5,4123.0
north carolina,jefferson,-0.03925209188727796,0.0,0.0,0.0,256.9,760.4,,32.4,0.0,1049.7,,,0.0,,,,,,0.0,1542.0
south dakota,jefferson,-0.023741730570332797,101.0,0.0,,195.0,404.0,,0.0,0.0,599.0,0.0,,0.0,,,,,,101.0,495.0
texas,jefferson,-0.008615886233934944,429.7,0.0,0.0,663.0,1770.2,51.4,82.8,0.0,1943.0,73.7,0.0,49.8,,,,,,528.7,1945.0
wisconsin,jefferson,0.0022786095587459254,87.7,8.3,6.2,69.9,2200.8,1293.2,97.4,0.0,2186.6,100.3,49.8,10.1,,,,,,175.4,8042.0
missouri,jefferson city,-0.0015537339972059305,218.5,6.2,5.8,361.3,2511.1,2126.5,148.0,7.9,2943.6,46.5,53.7,76.7,,,,,,352.5,42793.0
tennessee,jefferson city,-0.0047882418426089535,279.7,6.0,24.3,361.5,3298.7,2038.3,108.0,0.0,3453.1,17.9,12.2,14.9,,,,,,309.7,8193.0
pennsylvania,jefferson hills borough,-0.0029703994147713964,123.7,0.0,13.1,77.3,447.0,472.7,33.3,3.5,562.8,0.0,0.0,3.5,,,,,,130.7,11211.0
new jersey,jefferson township,-0.0060947435118154925,36.6,0.0,0.0,89.0,327.2,258.7,29.1,1.0,431.6,3.1,7.1,3.7,,,,,,46.0,20877.0
pennsylvania,"jefferson township, lackawanna county",-0.00964429323695315,6.6,0.0,0.0,6.8,94.5,,20.3,0.0,121.6,0.0,0.0,6.6,,,,,,13.3,3661.0
pennsylvania,"jefferson township, mercer county",-0.009827275993330997,13.3,0.0,0.0,241.4,147.7,,0.0,0.0,389.1,0.0,0.0,0.0,,,,,,13.3,1829.0
pennsylvania,"jefferson township, washington county",-0.0072423696699963624,22.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.0,1134.0
kentucky,jeffersontown,0.007206583663100785,24.1,0.0,0.0,370.5,1666.4,1477.8,300.0,3.7,2320.3,25.8,19.8,85.6,,,,,,136.8,28015.0
georgia,jeffersonville,0.0,0.0,0.0,,284.4,284.4,,0.0,0.0,568.7,,,0.0,,,,,,0.0,1055.0
indiana,jeffersonville,0.004068209094384434,82.9,6.3,10.5,399.5,2118.7,2082.9,358.0,2.1,2869.0,52.4,37.8,59.1,,,,,,178.6,47723.0
tennessee,jellico,-0.00900637961049311,190.8,14.7,0.0,487.0,1378.9,2036.1,199.2,0.0,2196.5,0.0,0.0,53.7,,,,,,244.5,2161.0
alabama,jemison,0.0,878.2,,,534.6,2291.0,,229.1,0.0,3054.6,38.2,,76.4,,,,,,992.7,2619.0
louisiana,jena,-0.0007697304117482151,58.8,0.0,0.0,29.3,336.8,89.0,5.9,0.0,322.4,0.0,0.0,0.0,,,,,,58.8,3370.0
kentucky,jenkins,-0.013717369154807812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,1930.0
pennsylvania,jenkins township,0.0014192860923814,33.6,0.0,0.0,235.7,908.7,,44.9,0.0,1189.3,0.0,22.5,28.1,,,,,,67.3,4475.0
pennsylvania,jenkintown,-0.0005996090488533667,112.8,22.5,0.0,127.8,1307.8,,7.5,0.0,1443.1,11.3,0.0,22.6,,,,,,142.9,4442.0
oklahoma,jenks,0.030277877578609003,99.5,2.1,4.4,276.5,891.7,919.1,108.3,3.1,1283.4,19.6,19.4,9.7,,,,,,131.8,24264.0
pennsylvania,jennerstown,-0.009077206331237986,50.2,0.0,0.0,202.3,100.4,,0.0,0.0,302.7,0.0,0.0,0.0,,,,,,50.2,652.0
florida,jennings,-0.00046338686046465405,115.5,0.0,0.0,207.1,633.7,464.0,45.9,0.0,852.8,0.0,0.0,0.0,,,,,,115.5,862.0
louisiana,jennings,-0.0060898355258296455,203.3,0.0,9.9,504.9,2484.0,,49.3,2.5,3038.3,3.4,0.0,14.8,,,,,,223.2,9949.0
missouri,jennings,0.0,1316.3,47.5,,1241.7,3331.5,,617.5,6.8,5190.7,101.8,,413.9,,,,,,1838.8,14738.0
oklahoma,jennings,-0.0018604174945503482,0.0,278.6,139.3,464.8,1532.0,0.0,464.8,0.0,1950.9,278.6,0.0,0.0,,,,,,92.9,357.0
arkansas,jericho,-0.022779956866643802,0.0,0.0,0.0,900.9,900.9,0.0,0.0,0.0,1351.4,0.0,0.0,0.0,,,,,,0.0,106.0
pennsylvania,jermyn,-0.014046294395229086,525.4,0.0,0.0,468.3,1020.7,,83.8,0.0,1572.8,16.2,0.0,23.3,,,,,,560.9,2053.0
arizona,jerome,0.0026350247954307626,219.1,0.0,0.0,1050.0,2361.1,2614.4,0.0,0.0,3461.7,0.0,0.0,0.0,,,,,,219.1,459.0
idaho,jerome,0.011582135491782442,182.7,3.0,8.8,423.6,1450.2,998.2,136.7,1.7,1920.1,67.1,106.5,31.6,,,,,,298.8,11921.0
illinois,jerome,-0.007840724724217596,120.9,30.4,,393.0,1452.8,,30.4,0.0,1876.2,0.0,,30.4,,,,,,151.3,1645.0
new jersey,jersey city,0.0010154383423650604,266.0,15.3,10.5,368.7,1126.1,1318.5,218.6,7.6,1751.9,33.9,38.2,188.6,,,,,,497.9,266508.0
texas,jersey village,0.0007762225137266654,100.4,8.4,0.0,589.5,1457.3,1211.6,379.0,0.0,2376.6,12.6,6.3,67.7,,,,,,178.2,8006.0
illinois,jerseyville,-0.008107947838423168,114.6,7.8,0.0,391.7,1651.6,1413.3,88.7,2.4,2084.3,125.5,121.4,34.1,,,,,,274.9,8208.0
pennsylvania,jessup,-0.00708788347937217,127.7,33.6,0.0,52.6,384.0,,45.4,0.0,482.0,11.4,113.0,0.0,,,,,,172.9,4397.0
georgia,jesup,-0.01993799345562608,305.8,0.0,9.8,931.9,5011.8,,252.4,10.3,6196.1,10.3,0.0,78.4,,,,,,415.0,9698.0
pennsylvania,jim thorpe,-0.003444583925527933,254.8,7.2,21.8,221.9,1526.7,,70.5,0.0,1819.1,43.3,87.4,27.0,,,,,,336.1,4613.0
oregon,john day,0.0018028737808066797,120.0,0.0,,360.1,3240.9,,300.0,0.0,3901.1,,,0.0,,,,,,150.0,1667.0
georgia,johns creek,0.0031049513371286253,17.1,2.4,1.2,107.1,563.5,,17.1,0.3,687.7,4.7,2.4,13.8,,,,,,35.0,85446.0
illinois,johnsburg,0.0014828150467769419,31.9,0.0,0.0,87.6,1880.7,,63.7,0.0,2032.0,42.3,0.0,4.0,,,,,,67.6,6313.0
arkansas,johnson,0.0068565945503773484,118.6,27.1,0.0,935.2,997.2,1084.4,362.7,0.0,2312.5,18.0,54.0,16.2,,,,,,167.2,3781.0
tennessee,johnson city,0.0024827813742789306,295.7,12.0,9.7,526.7,3143.0,2833.5,222.2,3.6,3830.0,32.5,40.2,60.2,,,,,,395.0,67197.0
texas,johnson city,0.058669153121251316,77.1,0.0,,52.4,279.4,,26.2,0.0,358.0,26.2,,0.0,,,,,,103.3,2021.0
new york,johnson city village,-0.007654237079562809,288.6,18.2,10.4,757.3,4396.2,4797.1,109.9,8.3,5343.7,86.6,132.0,93.4,,,,,,495.0,14196.0
pennsylvania,johnsonburg,-0.013727445615646094,173.9,28.5,86.5,473.5,1106.5,,32.5,10.9,1612.6,0.0,43.2,0.0,,,,,,195.6,2291.0
south carolina,johnsonville,-0.002787758857553335,119.6,0.0,0.0,585.9,895.4,602.4,93.4,0.0,1516.2,0.0,0.0,13.2,,,,,,132.8,1494.0
iowa,johnston,0.014192344317254912,89.2,2.4,8.8,201.3,824.2,854.3,60.0,1.1,1093.1,21.0,22.4,15.0,,,,,,127.0,22708.0
rhode island,johnston,0.001207460692368434,92.1,6.8,1.7,231.8,951.8,764.7,132.2,0.7,1278.4,21.6,25.5,21.1,,,,,,137.0,29424.0
south carolina,johnston,-0.0005723256122429632,310.4,0.0,0.0,567.2,973.8,,117.6,0.0,1658.5,42.9,128.1,85.8,,,,,,460.4,2327.0
colorado,johnstown,0.01686220894327084,28.0,4.4,9.6,81.8,708.3,1646.6,108.9,0.0,1086.6,31.0,22.1,1.3,,,,,,56.7,15547.0
new york,johnstown,-0.003117731006210489,63.6,0.0,6.1,202.7,2012.3,1500.4,42.3,0.0,2129.3,48.4,60.9,15.1,,,,,,124.3,8198.0
ohio,johnstown,0.007715962037591728,48.3,0.0,0.0,100.5,1194.9,449.3,32.0,0.0,1178.3,26.5,10.0,0.0,,,,,,68.2,5119.0
pennsylvania,johnstown,-0.009185035732207858,512.0,12.5,33.4,914.6,2026.0,,108.9,26.1,3049.5,55.5,47.7,123.2,,,,,,714.9,20877.0
illinois,joliet,0.00022153690550652527,240.8,37.6,42.5,338.2,1431.2,1171.7,98.5,8.2,1816.0,31.3,40.5,83.9,,,,,,367.9,148155.0
oklahoma,jones,0.018366889992667446,109.7,22.2,31.9,633.7,848.4,1376.7,208.4,0.0,1796.1,55.9,47.6,6.9,,,,,,169.1,3196.0
texas,jones creek,0.0021944577381556307,38.3,0.0,0.0,220.3,599.7,521.3,28.8,0.0,833.2,0.0,0.0,19.0,,,,,,57.3,2110.0
arkansas,jonesboro,0.012896644787290912,399.2,13.7,9.2,1491.5,2475.6,2246.3,173.6,10.2,4094.9,65.6,82.7,80.3,,,,,,562.1,78261.0
georgia,jonesboro,0.011389007988782396,297.3,0.0,0.0,510.3,3370.6,,662.4,0.0,4543.3,21.0,42.3,127.7,,,,,,446.0,4760.0
illinois,jonesboro,0.0,57.5,,0.0,115.1,748.0,,0.0,0.0,863.1,,0.0,0.0,,,,,,57.5,1738.0
tennessee,jonesborough,0.007606275763206494,151.3,12.5,0.0,304.8,1195.9,1348.6,132.6,3.6,1663.9,37.3,27.5,26.1,,,,,,214.4,5487.0
missouri,jonesburg,-0.006635827717444531,83.6,0.0,0.0,390.1,1568.5,1692.5,221.1,0.0,2204.5,45.5,69.8,27.7,,,,,,166.5,709.0
texas,jonestown,0.004789468288198373,133.7,16.1,0.0,461.3,1153.2,1369.2,154.1,0.0,1811.7,47.9,95.0,57.6,,,,,,258.1,2118.0
michigan,jonesville,-0.00036258003289546537,72.6,0.0,0.0,163.0,3192.3,3992.7,108.7,0.0,3624.1,60.4,90.7,18.1,,,,,,163.2,2204.0
north carolina,jonesville,-0.005186792199069035,580.3,44.9,44.6,1190.6,3348.0,,222.7,0.0,4761.3,,,103.8,,,,,,707.7,2226.0
south carolina,jonesville,-0.007042871935247441,561.5,0.0,0.0,635.2,1407.3,1079.1,71.3,47.1,2048.2,78.6,0.0,302.3,,,,,,958.1,834.0
virginia,jonesville,-0.009599006388221976,21.1,0.0,0.0,21.1,395.1,1611.2,0.0,0.0,659.4,35.5,53.7,0.0,,,,,,63.9,931.0
missouri,joplin,-0.0030410802151011884,374.2,52.3,30.3,1011.1,5448.5,5559.4,632.4,4.8,7119.7,91.8,104.2,135.7,,,,,,612.7,50635.0
minnesota,jordan,0.009142745089337545,54.5,5.2,0.0,80.2,827.2,595.2,12.6,0.0,873.6,21.1,15.8,9.6,,,,,,83.1,6384.0
